cve_id,cve_description,clean_cve_text
CVE-2003-0291,"3com OfficeConnect Remote 812 ADSL Router 1.1.7 does not properly clear memory from DHCP responses, which allows remote attackers to identify the contents of previous HTTP requests by sniffing DHCP packets.",3com officeconnect remote 812 adsl router 1 1 7 does not properly clear memory from dhcp responses which allows remote attackers to identify the contents of previous http requests by sniffing dhcp packets
CVE-2005-1406,"The kernel in FreeBSD 4.x to 4.11 and 5.x to 5.4 does not properly clear certain fixed-length buffers when copying variable-length data for use by applications, which could allow those applications to read previously used sensitive memory.",the kernel in freebsd 4 x to 4 11 and 5 x to 5 4 does not properly clear certain fixed length buffers when copying variable length data for use by applications which could allow those applications to read previously used sensitive memory
CVE-2005-1858,"FUSE 2.x before 2.3.0 does not properly clear previously used memory from unfilled pages when the filesystem returns a short byte count to a read request, which may allow local users to obtain sensitive information.",fuse 2 x before 2 3 0 does not properly clear previously used memory from unfilled pages when the filesystem returns a short byte count to a read request which may allow local users to obtain sensitive information
CVE-2005-3180,"The Orinoco driver (orinoco.c) in Linux kernel 2.6.13 and earlier does not properly clear memory from a previously used packet whose length is increased, which allows remote attackers to obtain sensitive information.",the orinoco driver orinoco c in linux kernel 2 6 13 and earlier does not properly clear memory from a previously used packet whose length is increased which allows remote attackers to obtain sensitive information
CVE-2005-3276,"The sys_get_thread_area function in process.c in Linux 2.6 before 2.6.12.4 and 2.6.13 does not clear a data structure before copying it to userspace, which might allow a user process to obtain sensitive information.",the sys get thread area function in process c in linux 2 6 before 2 6 12 4 and 2 6 13 does not clear a data structure before copying it to userspace which might allow a user process to obtain sensitive information
CVE-2001-1481,"Xitami 2.4 through 2.5 b4 stores the Administrator password in plaintext in the default.aut file, whose default permissions are world-readable, which allows remote attackers to gain privileges.",xitami 2 4 through 2 5 b4 stores the administrator password in plaintext in the default aut file whose default permissions are world readable which allows remote attackers to gain privileges
CVE-2001-1536,"Autogalaxy stores usernames and passwords in cleartext in cookies, which makes it easier for remote attackers to obtain authentication information and gain unauthorized access via sniffing or a cross-site scripting attack.",autogalaxy stores usernames and passwords in cleartext in cookies which makes it easier for remote attackers to obtain authentication information and gain unauthorized access via sniffing or a cross site scripting attack
CVE-2001-1537,"The default ""basic"" security setting' in config.php for TWIG webmail 2.7.4 and earlier stores cleartext usernames and passwords in cookies, which could allow attackers to obtain authentication information and gain privileges.",the default basic security setting in config php for twig webmail 2 7 4 and earlier stores cleartext usernames and passwords in cookies which could allow attackers to obtain authentication information and gain privileges
CVE-2002-1696,"Microsoft Outlook plug-in PGP version 7.0, 7.0.3, and 7.0.4 silently saves a decrypted copy of a message to hard disk when ""Automatically decrypt/verify when opening messages"" option is checked, ""Always use Secure Viewer when decrypting"" option is not checked, and the user replies to an encrypted message.",microsoft outlook plug in pgp version 7 0 7 0 3 and 7 0 4 silently saves a decrypted copy of a message to hard disk when automatically decrypt verify when opening messages option is checked always use secure viewer when decrypting option is not checked and the user replies to an encrypted message
CVE-2002-1800,"phpRank 1.8 stores the administrative password in plaintext on the server and in the ""ap"" cookie, which allows remote attackers to retrieve the administrative password.",phprank 1 8 stores the administrative password in plaintext on the server and in the ap cookie which allows remote attackers to retrieve the administrative password
CVE-2004-2397,"The web-based Management Console in Blue Coat Security Gateway OS 3.0 through 3.1.3.13 and 3.2.1, when importing a private key, stores the key and its passphrase in plaintext in a log file, which allows attackers to steal digital certificates.",the web based management console in blue coat security gateway os 3 0 through 3 1 3 13 and 3 2 1 when importing a private key stores the key and its passphrase in plaintext in a log file which allows attackers to steal digital certificates
CVE-2005-1828,"D-Link DSL-504T stores usernames and passwords in cleartext in the router configuration file, which allows remote attackers to obtain sensitive information.",d link dsl 504t stores usernames and passwords in cleartext in the router configuration file which allows remote attackers to obtain sensitive information
CVE-2005-2160,"IMail stores usernames and passwords in cleartext in a cookie, which allows remote attackers to obtain sensitive information.",imail stores usernames and passwords in cleartext in a cookie which allows remote attackers to obtain sensitive information
CVE-2005-2209,"Capturix ScanShare 1.06 build 50 stores sensitive information such as the password in cleartext in capturixss_cfg.ini, which is readable by local users.",capturix scanshare 1 06 build 50 stores sensitive information such as the password in cleartext in capturixss cfg ini which is readable by local users
CVE-2022-30275,"The Motorola MOSCAD Toolbox software through 2022-05-02 relies on a cleartext password. It utilizes an MDLC driver to communicate with MOSCAD/ACE RTUs for engineering purposes. Access to these communications is protected by a password stored in cleartext in the wmdlcdrv.ini driver configuration file. In addition, this password is used for access control to MOSCAD/STS projects protected with the Legacy Password feature. In this case, an insecure CRC of the password is present in the project file: this CRC is validated against the password in the driver configuration file.",the motorola moscad toolbox software through 2022 05 02 relies on a cleartext password it utilizes an mdlc driver to communicate with moscad ace rtus for engineering purposes access to these communications is protected by a password stored in cleartext in the wmdlcdrv ini driver configuration file in addition this password is used for access control to moscad sts projects protected with the legacy password feature in this case an insecure crc of the password is present in the project file this crc is validated against the password in the driver configuration file
CVE-2005-2227,"Softiacom wMailserver 1.0 stores passwords in plaintext in the Darsite\MAILSRV\Admin key, which allows local users to gain administrator privileges.",softiacom wmailserver 1 0 stores passwords in plaintext in the darsite mailsrv admin key which allows local users to gain administrator privileges
CVE-2001-1527,"easyNews 1.5 and earlier stores administration passwords in cleartext in settings.php, which allows local users to obtain the passwords and gain access.",easynews 1 5 and earlier stores administration passwords in cleartext in settings php which allows local users to obtain the passwords and gain access
CVE-2005-1794,"Microsoft Terminal Server using Remote Desktop Protocol (RDP) 5.2 stores an RSA private key in mstlsapi.dll and uses it to sign a certificate, which allows remote attackers to spoof public keys of legitimate servers and conduct man-in-the-middle attacks.",microsoft terminal server using remote desktop protocol rdp 5 2 stores an rsa private key in mstlsapi dll and uses it to sign a certificate which allows remote attackers to spoof public keys of legitimate servers and conduct man in the middle attacks
CVE-2001-1155,"TCP Wrappers (tcp_wrappers) in FreeBSD 4.1.1 through 4.3 with the PARANOID ACL option enabled does not properly check the result of a reverse DNS lookup, which could allow remote attackers to bypass intended access restrictions via DNS spoofing.",tcp wrappers tcp wrappers in freebsd 4 1 1 through 4 3 with the paranoid acl option enabled does not properly check the result of a reverse dns lookup which could allow remote attackers to bypass intended access restrictions via dns spoofing
CVE-2005-2801,"xattr.c in the ext2 and ext3 file system code for Linux kernel 2.6 does not properly compare the name_index fields when sharing xattr blocks, which could prevent default ACLs from being applied.",xattr c in the ext2 and ext3 file system code for linux kernel 2 6 does not properly compare the name index fields when sharing xattr blocks which could prevent default acls from being applied
CVE-2005-3623,"nfs2acl.c in the Linux kernel 2.6.14.4 does not check for MAY_SATTR privilege before setting access controls (ACL) on files on exported NFS filesystems, which allows remote attackers to bypass ACLs for readonly mounted NFS filesystems.",nfs2acl c in the linux kernel 2 6 14 4 does not check for may sattr privilege before setting access controls acl on files on exported nfs filesystems which allows remote attackers to bypass acls for readonly mounted nfs filesystems
CVE-2006-6679,"Pedro Lineu Orso chetcpasswd before 2.4 relies on the X-Forwarded-For HTTP header when verifying a client's status on an IP address ACL, which allows remote attackers to gain unauthorized access by spoofing this header.",pedro lineu orso chetcpasswd before 2 4 relies on the x forwarded for http header when verifying a client s status on an ip address acl which allows remote attackers to gain unauthorized access by spoofing this header
CVE-2007-2925,"The default access control lists (ACL) in ISC BIND 9.4.0, 9.4.1, and 9.5.0a1 through 9.5.0a5 do not set the allow-recursion and allow-query-cache ACLs, which allows remote attackers to make recursive queries and query the cache.",the default access control lists acl in isc bind 9 4 0 9 4 1 and 9 5 0a1 through 9 5 0a5 do not set the allow recursion and allow query cache acls which allows remote attackers to make recursive queries and query the cache
CVE-2008-3424,"Condor before 7.0.4 does not properly handle wildcards in the ALLOW_WRITE, DENY_WRITE, HOSTALLOW_WRITE, or HOSTDENY_WRITE configuration variables in authorization policy lists, which might allow remote attackers to bypass intended access restrictions.",condor before 7 0 4 does not properly handle wildcards in the allow write deny write hostallow write or hostdeny write configuration variables in authorization policy lists which might allow remote attackers to bypass intended access restrictions
CVE-2008-4577,"The ACL plugin in Dovecot before 1.1.4 treats negative access rights as if they are positive access rights, which allows attackers to bypass intended access restrictions.",the acl plugin in dovecot before 1 1 4 treats negative access rights as if they are positive access rights which allows attackers to bypass intended access restrictions
CVE-2008-5027,"The Nagios process in (1) Nagios before 3.0.5 and (2) op5 Monitor before 4.0.1 allows remote authenticated users to bypass authorization checks, and trigger execution of arbitrary programs by this process, via an (a) custom form or a (b) browser addon.",the nagios process in 1 nagios before 3 0 5 and 2 op5 monitor before 4 0 1 allows remote authenticated users to bypass authorization checks and trigger execution of arbitrary programs by this process via an a custom form or a b browser addon
CVE-2008-6123,"The netsnmp_udp_fmtaddr function (snmplib/snmpUDPDomain.c) in net-snmp 5.0.9 through 5.4.2.1, when using TCP wrappers for client authorization, does not properly parse hosts.allow rules, which allows remote attackers to bypass intended access restrictions and execute SNMP queries, related to ""source/destination IP address confusion.""",the netsnmp udp fmtaddr function snmplib snmpudpdomain c in net snmp 5 0 9 through 5 4 2 1 when using tcp wrappers for client authorization does not properly parse hosts allow rules which allows remote attackers to bypass intended access restrictions and execute snmp queries related to source destination ip address confusion
CVE-2008-6548,"The rst parser (parser/text_rst.py) in MoinMoin 1.6.1 does not check the ACL of an included page, which allows attackers to read unauthorized include files via unknown vectors.",the rst parser parser text rst py in moinmoin 1 6 1 does not check the acl of an included page which allows attackers to read unauthorized include files via unknown vectors
CVE-2008-7109,The Scanner File Utility (aka listener) in Kyocera Mita (KM) 3.3.0.1 allows remote attackers to bypass authorization and upload arbitrary files to the client system via a modified program that does not prompt the user for a password.,the scanner file utility aka listener in kyocera mita km 3 3 0 1 allows remote attackers to bypass authorization and upload arbitrary files to the client system via a modified program that does not prompt the user for a password
CVE-2009-0034,"parse.c in sudo 1.6.9p17 through 1.6.9p19 does not properly interpret a system group (aka %group) in the sudoers file during authorization decisions for a user who belongs to that group, which allows local users to leverage an applicable sudoers file and gain root privileges via a sudo command.",parse c in sudo 1 6 9p17 through 1 6 9p19 does not properly interpret a system group aka group in the sudoers file during authorization decisions for a user who belongs to that group which allows local users to leverage an applicable sudoers file and gain root privileges via a sudo command
CVE-2009-2282,"The Virtual Network Terminal Server daemon (vntsd) for Logical Domains (aka LDoms) in Sun Solaris 10, and OpenSolaris snv_41 through snv_108, on SPARC platforms does not check authorization for guest console access, which allows local control-domain users to gain guest-domain privileges via unknown vectors.",the virtual network terminal server daemon vntsd for logical domains aka ldoms in sun solaris 10 and opensolaris snv 41 through snv 108 on sparc platforms does not check authorization for guest console access which allows local control domain users to gain guest domain privileges via unknown vectors
CVE-2009-2960,"CuteFlow 2.10.3 and 2.11.0_c does not properly restrict access to pages/edituser.php, which allows remote attackers to modify usernames and passwords via a direct request.",cuteflow 2 10 3 and 2 11 0 c does not properly restrict access to pages edituser php which allows remote attackers to modify usernames and passwords via a direct request
CVE-2009-3168,"Mevin Productions Basic PHP Events Lister 2.0 does not properly restrict access to (1) admin/reset.php and (2) admin/user_add.php, which allows remote authenticated users to reset administrative passwords or add administrators via a direct request.",mevin productions basic php events lister 2 0 does not properly restrict access to 1 admin reset php and 2 admin user add php which allows remote authenticated users to reset administrative passwords or add administrators via a direct request
CVE-2009-3230,"The core server component in PostgreSQL 8.4 before 8.4.1, 8.3 before 8.3.8, 8.2 before 8.2.14, 8.1 before 8.1.18, 8.0 before 8.0.22, and 7.4 before 7.4.26 does not use the appropriate privileges for the (1) RESET ROLE and (2) RESET SESSION AUTHORIZATION operations, which allows remote authenticated users to gain privileges.  NOTE: this is due to an incomplete fix for CVE-2007-6600.",the core server component in postgresql 8 4 before 8 4 1 8 3 before 8 3 8 8 2 before 8 2 14 8 1 before 8 1 18 8 0 before 8 0 22 and 7 4 before 7 4 26 does not use the appropriate privileges for the 1 reset role and 2 reset session authorization operations which allows remote authenticated users to gain privileges note this is due to an incomplete fix for cve 2007 6600
CVE-2009-3597,"Digitaldesign CMS 0.1 stores sensitive information under the web root with insufficient access control, which allows remote attackers to download the database file via a direct request for autoconfig.dd.",digitaldesign cms 0 1 stores sensitive information under the web root with insufficient access control which allows remote attackers to download the database file via a direct request for autoconfig dd
CVE-2009-3781,"The filefield_file_download function in FileField 6.x-3.1, a module for Drupal, does not properly check node-access permissions for Drupal core private files, which allows remote attackers to access unauthorized files via unspecified vectors.",the filefield file download function in filefield 6 x 3 1 a module for drupal does not properly check node access permissions for drupal core private files which allows remote attackers to access unauthorized files via unspecified vectors
CVE-2022-24730,"Argo CD is a declarative, GitOps continuous delivery tool for Kubernetes. Argo CD starting with version 1.3.0 but before versions 2.1.11, 2.2.6, and 2.3.0 is vulnerable to a path traversal bug, compounded by an improper access control bug, allowing a malicious user with read-only repository access to leak sensitive files from Argo CD's repo-server. A malicious Argo CD user who has been granted `get` access for a repository containing a Helm chart can craft an API request to the `/api/v1/repositories/{repo_url}/appdetails` endpoint to leak the contents of out-of-bounds files from the repo-server. The malicious payload would reference an out-of-bounds file, and the contents of that file would be returned as part of the response. Contents from a non-YAML file may be returned as part of an error message. The attacker would have to know or guess the location of the target file. Sensitive files which could be leaked include files from other Applications' source repositories or any secrets which have been mounted as files on the repo-server. This vulnerability is patched in Argo CD versions 2.1.11, 2.2.6, and 2.3.0. The patches prevent path traversal and limit access to users who either A) have been granted Application `create` privileges or B) have been granted Application `get` privileges and are requesting details for a `repo_url` that has already been used for the given Application. There are currently no known workarounds.",argo cd is a declarative gitops continuous delivery tool for kubernetes argo cd starting with version 1 3 0 but before versions 2 1 11 2 2 6 and 2 3 0 is vulnerable to a path traversal bug compounded by an improper access control bug allowing a malicious user with read only repository access to leak sensitive files from argo cd s repo server a malicious argo cd user who has been granted get access for a repository containing a helm chart can craft an api request to the api v1 repositories repo url appdetails endpoint to leak the contents of out of bounds files from the repo server the malicious payload would reference an out of bounds file and the contents of that file would be returned as part of the response contents from a non yaml file may be returned as part of an error message the attacker would have to know or guess the location of the target file sensitive files which could be leaked include files from other applications source repositories or any secrets which have been mounted as files on the repo server this vulnerability is patched in argo cd versions 2 1 11 2 2 6 and 2 3 0 the patches prevent path traversal and limit access to users who either a have been granted application create privileges or b have been granted application get privileges and are requesting details for a repo url that has already been used for the given application there are currently no known workarounds
CVE-2000-0944,"CGI Script Center News Update 1.1 does not properly validate the original news administration password during a password change operation, which allows remote attackers to modify the password without knowing the original password.",cgi script center news update 1 1 does not properly validate the original news administration password during a password change operation which allows remote attackers to modify the password without knowing the original password
CVE-2007-0681,"profile.php in ExtCalendar 2 and earlier allows remote attackers to change the passwords of arbitrary users without providing the original password, and possibly perform other unauthorized actions, via modified values to register.php.",profile php in extcalendar 2 and earlier allows remote attackers to change the passwords of arbitrary users without providing the original password and possibly perform other unauthorized actions via modified values to register php
CVE-2022-29519,"Cleartext transmission of sensitive information vulnerability exists in STARDOM FCN Controller and FCJ Controller R1.01 to R4.31, which may allow an adjacent attacker to login the affected products and alter device configuration settings or tamper with device firmware.",cleartext transmission of sensitive information vulnerability exists in stardom fcn controller and fcj controller r1 01 to r4 31 which may allow an adjacent attacker to login the affected products and alter device configuration settings or tamper with device firmware
CVE-2022-29959,Emerson OpenBSI through 2022-04-29 mishandles credential storage. It is an engineering environment for the ControlWave and Bristol Babcock line of RTUs. This environment provides access control functionality through user authentication and privilege management. The credentials for various users are stored insecurely in the SecUsers.ini file by using a simple string transformation rather than a cryptographic mechanism.,emerson openbsi through 2022 04 29 mishandles credential storage it is an engineering environment for the controlwave and bristol babcock line of rtus this environment provides access control functionality through user authentication and privilege management the credentials for various users are stored insecurely in the secusers ini file by using a simple string transformation rather than a cryptographic mechanism
CVE-2022-30018,"Mobotix Control Center (MxCC) through 2.5.4.5 has Insufficiently Protected Credentials, Storing Passwords in a Recoverable Format via the MxCC.ini config file. The credential storage method in this software enables an attacker/user of the machine to gain admin access to the software and gain access to recordings/recording locations.",mobotix control center mxcc through 2 5 4 5 has insufficiently protected credentials storing passwords in a recoverable format via the mxcc ini config file the credential storage method in this software enables an attacker user of the machine to gain admin access to the software and gain access to recordings recording locations
CVE-2022-30312,"The Trend Controls IC protocol through 2022-05-06 allows Cleartext Transmission of Sensitive Information. According to FSCT-2022-0050, there is a Trend Controls Inter-Controller (IC) protocol cleartext transmission of credentials issue. The affected components are characterized as: Inter-Controller (IC) protocol (57612/UDP). The potential impact is: Compromise of credentials. Several Trend Controls building automation controllers utilize the Inter-Controller (IC) protocol in for information exchange and automation purposes. This protocol offers authentication in the form of a 4-digit PIN in order to protect access to sensitive operations like strategy uploads and downloads as well as optional 0-30 character username and password protection for web page access protection. Both the PIN and usernames and passwords are transmitted in cleartext, allowing an attacker with passive interception capabilities to obtain these credentials. Credentials are transmitted in cleartext. An attacker who obtains Trend IC credentials can carry out sensitive engineering actions such as manipulating controller strategy or configuration settings. If the credentials in question are (re)used for other applications, their compromise could potentially facilitate lateral movement.",the trend controls ic protocol through 2022 05 06 allows cleartext transmission of sensitive information according to fsct 2022 0050 there is a trend controls inter controller ic protocol cleartext transmission of credentials issue the affected components are characterized as inter controller ic protocol 57612 udp the potential impact is compromise of credentials several trend controls building automation controllers utilize the inter controller ic protocol in for information exchange and automation purposes this protocol offers authentication in the form of a 4 digit pin in order to protect access to sensitive operations like strategy uploads and downloads as well as optional 0 30 character username and password protection for web page access protection both the pin and usernames and passwords are transmitted in cleartext allowing an attacker with passive interception capabilities to obtain these credentials credentials are transmitted in cleartext an attacker who obtains trend ic credentials can carry out sensitive engineering actions such as manipulating controller strategy or configuration settings if the credentials in question are re used for other applications their compromise could potentially facilitate lateral movement
CVE-2022-31204,"Omron CS series, CJ series, and CP series PLCs through 2022-05-18 use cleartext passwords. They feature a UM Protection setting that allows users or system integrators to configure a password in order to restrict sensitive engineering operations (such as project/logic uploads and downloads). This password is set using the OMRON FINS command Program Area Protect and unset using the command Program Area Protect Clear, both of which are transmitted in cleartext.",omron cs series cj series and cp series plcs through 2022 05 18 use cleartext passwords they feature a um protection setting that allows users or system integrators to configure a password in order to restrict sensitive engineering operations such as project logic uploads and downloads this password is set using the omron fins command program area protect and unset using the command program area protect clear both of which are transmitted in cleartext
CVE-2022-35411,"rpc.py through 0.6.0 allows Remote Code Execution because an unpickle occurs when the ""serializer: pickle"" HTTP header is sent. In other words, although JSON (not Pickle) is the default data format, an unauthenticated client can cause the data to be processed with unpickle.",rpc py through 0 6 0 allows remote code execution because an unpickle occurs when the serializer pickle http header is sent in other words although json not pickle is the default data format an unauthenticated client can cause the data to be processed with unpickle
CVE-2020-4574,"IBM Tivoli Key Lifecycle Manager does not require that users should have strong passwords by default, which makes it easier for attackers to compromise user accounts. IBM X-Force ID: 184181.",ibm tivoli key lifecycle manager does not require that users should have strong passwords by default which makes it easier for attackers to compromise user accounts ibm x force id 184181
CVE-2017-18293,"When a particular GPIO is protected by blocking access to the corresponding GPIO resource registers, the protection can be bypassed using the corresponding banked GPIO registers instead in Snapdragon Mobile, Snapdragon Wear in version MDM9206, MDM9607, MDM9650, SD 210/SD 212/SD 205, SD 425, SD 430, SD 450, SD 625, SD 650/52, SD 835, SDA660.",when a particular gpio is protected by blocking access to the corresponding gpio resource registers the protection can be bypassed using the corresponding banked gpio registers instead in snapdragon mobile snapdragon wear in version mdm9206 mdm9607 mdm9650 sd 210 sd 212 sd 205 sd 425 sd 430 sd 450 sd 625 sd 650 52 sd 835 sda660
CVE-2020-15483,"An issue was discovered on Nescomed Multipara Monitor M1000 devices. The physical UART debug port provides a shell, without requiring a password, with complete access.",an issue was discovered on nescomed multipara monitor m1000 devices the physical uart debug port provides a shell without requiring a password with complete access
CVE-2020-8004,STMicroelectronics STM32F1 devices have Incorrect Access Control.,stmicroelectronics stm32f1 devices have incorrect access control
CVE-2020-9285,Some versions of Sonos One (1st and 2nd generation) allow partial or full memory access via attacker controlled hardware that can be attached to the Mini-PCI Express slot on the motherboard that hosts the WiFi card on the device.,some versions of sonos one 1st and 2nd generation allow partial or full memory access via attacker controlled hardware that can be attached to the mini pci express slot on the motherboard that hosts the wifi card on the device
CVE-2022-38399,Missing protection mechanism for alternate hardware interface in SmaCam CS-QR10 all versions and SmaCam Night Vision CS-QR20 all versions allows an attacker to execute an arbitrary OS command by having the product connect to the product's specific serial connection,missing protection mechanism for alternate hardware interface in smacam cs qr10 all versions and smacam night vision cs qr20 all versions allows an attacker to execute an arbitrary os command by having the product connect to the product s specific serial connection
CVE-2022-30877,"The keep for python, as distributed on PyPI, included a code-execution backdoor inserted by a third party. The current version, without this backdoor, is 1.2.",the keep for python as distributed on pypi included a code execution backdoor inserted by a third party the current version without this backdoor is 1 2
CVE-2000-1218,"The default configuration for the domain name resolver for Microsoft Windows 98, NT 4.0, 2000, and XP sets the QueryIpMatching parameter to 0, which causes Windows to accept DNS updates from hosts that it did not query, which allows remote attackers to poison the DNS cache.",the default configuration for the domain name resolver for microsoft windows 98 nt 4 0 2000 and xp sets the queryipmatching parameter to 0 which causes windows to accept dns updates from hosts that it did not query which allows remote attackers to poison the dns cache
CVE-2012-2292,"The Silverlight cross-domain policy in EMC RSA Archer SmartSuite Framework 4.x and RSA Archer GRC 5.x before 5.2SP1 does not restrict access to the Archer application, which allows remote attackers to bypass the Same Origin Policy via unspecified vectors.",the silverlight cross domain policy in emc rsa archer smartsuite framework 4 x and rsa archer grc 5 x before 5 2sp1 does not restrict access to the archer application which allows remote attackers to bypass the same origin policy via unspecified vectors
CVE-2012-5810,"The Chase mobile banking application for Android does not verify that the server hostname matches a domain name in the subject's Common Name (CN) or subjectAltName field of the X.509 certificate, which allows man-in-the-middle attackers to spoof SSL servers via an arbitrary valid certificate, related to overriding the default X509TrustManager. NOTE: this vulnerability was fixed in the summer of 2012, but the version number was not changed or is not known.",the chase mobile banking application for android does not verify that the server hostname matches a domain name in the subject s common name cn or subjectaltname field of the x 509 certificate which allows man in the middle attackers to spoof ssl servers via an arbitrary valid certificate related to overriding the default x509trustmanager note this vulnerability was fixed in the summer of 2012 but the version number was not changed or is not known
CVE-2022-22547,"Simple Diagnostics Agent - versions 1.0 (up to version 1.57.), allows an attacker to access information which would otherwise be restricted via a random port 9000-65535. This allows information gathering which could be used exploit future open-source security exploits.",simple diagnostics agent versions 1 0 up to version 1 57 allows an attacker to access information which would otherwise be restricted via a random port 9000 65535 this allows information gathering which could be used exploit future open source security exploits
CVE-2022-30319,"Saia Burgess Controls (SBC) PCD through 2022-05-06 allows Authentication bypass. According to FSCT-2022-0062, there is a Saia Burgess Controls (SBC) PCD S-Bus authentication bypass issue. The affected components are characterized as: S-Bus (5050/UDP) authentication. The potential impact is: Authentication bypass. The Saia Burgess Controls (SBC) PCD controllers utilize the S-Bus protocol (5050/UDP) for a variety of engineering purposes. It is possible to configure a password in order to restrict access to sensitive engineering functionality. Authentication functions on the basis of a MAC/IP whitelist with inactivity timeout to which an authenticated client's MAC/IP is stored. UDP traffic can be spoofed to bypass the whitelist-based access control. Since UDP is stateless, an attacker capable of passively observing traffic can spoof arbitrary messages using the MAC/IP of an authenticated client. This allows the attacker access to sensitive engineering functionality such as uploading/downloading control logic and manipulating controller configuration.",saia burgess controls sbc pcd through 2022 05 06 allows authentication bypass according to fsct 2022 0062 there is a saia burgess controls sbc pcd s bus authentication bypass issue the affected components are characterized as s bus 5050 udp authentication the potential impact is authentication bypass the saia burgess controls sbc pcd controllers utilize the s bus protocol 5050 udp for a variety of engineering purposes it is possible to configure a password in order to restrict access to sensitive engineering functionality authentication functions on the basis of a mac ip whitelist with inactivity timeout to which an authenticated client s mac ip is stored udp traffic can be spoofed to bypass the whitelist based access control since udp is stateless an attacker capable of passively observing traffic can spoof arbitrary messages using the mac ip of an authenticated client this allows the attacker access to sensitive engineering functionality such as uploading downloading control logic and manipulating controller configuration
CVE-2022-4390,"A network misconfiguration is present in versions prior to 1.0.9.90 of the NETGEAR RAX30 AX2400 series of routers. IPv6 is enabled for the WAN interface by default on these devices. While there are firewall restrictions in place that define access restrictions for IPv4 traffic, these restrictions do not appear to be applied to the WAN interface for IPv6. This allows arbitrary access to any services running on the device that may be inadvertently listening via IPv6, such as the SSH and Telnet servers spawned on ports 22 and 23 by default. This misconfiguration could allow an attacker to interact with services only intended to be accessible by clients on the local network.",a network misconfiguration is present in versions prior to 1 0 9 90 of the netgear rax30 ax2400 series of routers ipv6 is enabled for the wan interface by default on these devices while there are firewall restrictions in place that define access restrictions for ipv4 traffic these restrictions do not appear to be applied to the wan interface for ipv6 this allows arbitrary access to any services running on the device that may be inadvertently listening via ipv6 such as the ssh and telnet servers spawned on ports 22 and 23 by default this misconfiguration could allow an attacker to interact with services only intended to be accessible by clients on the local network
CVE-1999-0017,"FTP servers can allow an attacker to connect to arbitrary ports on machines other than the FTP client, aka FTP bounce.",ftp servers can allow an attacker to connect to arbitrary ports on machines other than the ftp client aka ftp bounce
CVE-1999-0168,"The portmapper may act as a proxy and redirect service requests from an attacker, making the request appear to come from the local host, possibly bypassing authentication that would otherwise have taken place.  For example, NFS file systems could be mounted through the portmapper despite export restrictions.",the portmapper may act as a proxy and redirect service requests from an attacker making the request appear to come from the local host possibly bypassing authentication that would otherwise have taken place for example nfs file systems could be mounted through the portmapper despite export restrictions
CVE-2001-1484,"Alcatel ADSL modems allow remote attackers to access the Trivial File Transfer Protocol (TFTP) to modify firmware and configuration via a bounce attack from a system on the local area network (LAN) side, which is allowed to access TFTP without authentication.",alcatel adsl modems allow remote attackers to access the trivial file transfer protocol tftp to modify firmware and configuration via a bounce attack from a system on the local area network lan side which is allowed to access tftp without authentication
CVE-2002-1484,"DB4Web server, when configured to use verbose debug messages, allows remote attackers to use DB4Web as a proxy and attempt TCP connections to other systems (port scan) via a request for a URL that specifies the target IP address and port, which produces a connection status in the resulting error message.",db4web server when configured to use verbose debug messages allows remote attackers to use db4web as a proxy and attempt tcp connections to other systems port scan via a request for a url that specifies the target ip address and port which produces a connection status in the resulting error message
CVE-2004-2061,"RiSearch 1.0.01 and RiSearch Pro 3.2.06 allows remote attackers to use the show.pl script as an open proxy, or read arbitrary local files, by setting the url parameter to a (1) http://, (2) ftp://, or (3) file:// URL.",risearch 1 0 01 and risearch pro 3 2 06 allows remote attackers to use the show pl script as an open proxy or read arbitrary local files by setting the url parameter to a 1 2 ftp or 3 file url
CVE-2005-0315,"The FTP service in Magic Winmail Server 4.0 Build 1112 does not verify that the IP address in a PORT command is the same as the IP address of the user of the FTP session, which allows remote authenticated users to use the server as an intermediary for port scanning.",the ftp service in magic winmail server 4 0 build 1112 does not verify that the ip address in a port command is the same as the ip address of the user of the ftp session which allows remote authenticated users to use the server as an intermediary for port scanning
CVE-2009-0037,"The redirect implementation in curl and libcurl 5.11 through 7.19.3, when CURLOPT_FOLLOWLOCATION is enabled, accepts arbitrary Location values, which might allow remote HTTP servers to (1) trigger arbitrary requests to intranet servers, (2) read or overwrite arbitrary files via a redirect to a file: URL, or (3) execute arbitrary commands via a redirect to an scp: URL.",the redirect implementation in curl and libcurl 5 11 through 7 19 3 when curlopt followlocation is enabled accepts arbitrary location values which might allow remote http servers to 1 trigger arbitrary requests to intranet servers 2 read or overwrite arbitrary files via a redirect to a file url or 3 execute arbitrary commands via a redirect to an scp url
CVE-2010-1637,The Mail Fetch plugin in SquirrelMail 1.4.20 and earlier allows remote authenticated users to bypass firewall restrictions and use SquirrelMail as a proxy to scan internal networks via a modified POP3 port number.,the mail fetch plugin in squirrelmail 1 4 20 and earlier allows remote authenticated users to bypass firewall restrictions and use squirrelmail as a proxy to scan internal networks via a modified pop3 port number
CVE-2008-0087,"The DNS client in Microsoft Windows 2000 SP4, XP SP2, Server 2003 SP1 and SP2, and Vista uses predictable DNS transaction IDs, which allows remote attackers to spoof DNS responses.",the dns client in microsoft windows 2000 sp4 xp sp2 server 2003 sp1 and sp2 and vista uses predictable dns transaction ids which allows remote attackers to spoof dns responses
